"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"3.755781683626272","0.0","0.266256157635468","0.0","1","4","false","Q9Y221","3.0","0","1","0","0.9893186756448594","false","0","Q9Y221","0","0.0"
"3.7261794634597596","0.0","0.2683714001986097","0.0","1","4","false","P20700","7.0","0","1","0","0.9894334129323265","false","0","P20700","0","0.0"
"3.7261794634597596","0.0","0.2683714001986097","0.0","1","4","false","Q9ULE6","7.0","0","1","0","0.9894334129323265","false","0","Q9ULE6","0","0.0"
"3.7261794634597596","0.0","0.2683714001986097","0.0","1","4","false","O75379","7.0","0","1","0","0.9894334129323265","false","0","O75379","0","0.0"
"3.7261794634597596","0.0","0.2683714001986097","0.0","1","4","false","Q6ZVC0","7.0","0","1","0","0.9894334129323265","false","0","Q6ZVC0","0","0.0"
"3.6975023126734503","0.0","0.27045283962972233","0.0","1","4","false","Q9H0I2","6.0","0","1","0","0.9895445646795602","false","0","Q9H0I2","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","O43711","45.0","0","1","0","0.9898636777603281","false","0","O43711","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","Q8TD26","45.0","0","1","0","0.9898636777603281","false","0","Q8TD26","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","Q8N5M1","45.0","0","1","0","0.9898636777603281","false","0","Q8N5M1","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","Q9BSL1","45.0","0","1","0","0.9898636777603281","false","0","Q9BSL1","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","Q96T55","45.0","0","1","0","0.9898636777603281","false","0","Q96T55","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","Q9Y6V0","45.0","0","1","0","0.9898636777603281","false","0","Q9Y6V0","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","Q8NF91","45.0","0","1","0","0.9898636777603281","false","0","Q8NF91","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","Q9NR99","45.0","0","1","0","0.9898636777603281","false","0","Q9NR99","0","0.0"
"3.6151711378353375","0.0","0.2766120777891505","0.0","1","4","false","P10916","45.0","0","1","0","0.9898636777603281","false","0","P10916","0","0.0"
"3.691026827012026","0.0","0.27092731829573935","0.0","1","4","false","Q8IX01","15.0","0","1","0","0.9895696634611937","false","0","Q8IX01","0","0.0"
"3.691026827012026","0.0","0.27092731829573935","0.0","1","4","false","A2VCK2","15.0","0","1","0","0.9895696634611937","false","0","A2VCK2","0","0.0"
"3.6456984273820536","0.0","0.27429586399391015","0.0","1","4","false","P49796","25.0","0","1","0","0.9897453549326277","false","0","P49796","0","0.0"
"3.6456984273820536","0.0","0.27429586399391015","0.0","1","4","false","O00763","25.0","0","1","0","0.9897453549326277","false","0","O00763","0","0.0"
"3.6456984273820536","0.0","0.27429586399391015","0.0","1","4","false","Q96T58","25.0","0","1","0","0.9897453549326277","false","0","Q96T58","0","0.0"
"3.6456984273820536","0.0","0.27429586399391015","0.0","1","4","false","Q5BKX8","25.0","0","1","0","0.9897453549326277","false","0","Q5BKX8","0","0.0"
"3.6456984273820536","0.0","0.27429586399391015","0.0","1","4","false","Q92835","25.0","0","1","0","0.9897453549326277","false","0","Q92835","0","0.0"
"3.6456984273820536","0.0","0.27429586399391015","0.0","1","4","false","P78316","25.0","0","1","0","0.9897453549326277","false","0","P78316","0","0.0"
"3.7511563367252543","0.0","0.26658446362515414","0.0","1","4","false","A4D263","3.0","0","1","0","0.9893366033460261","false","0","A4D263","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","Q9UBT6","29.0","0","1","0","0.9896915718291275","false","0","Q9UBT6","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","Q9HD67","29.0","0","1","0","0.9896915718291275","false","0","Q9HD67","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","Q5VYS4","29.0","0","1","0","0.9896915718291275","false","0","Q5VYS4","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","Q8TEJ3","29.0","0","1","0","0.9896915718291275","false","0","Q8TEJ3","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","Q9Y2B0","29.0","0","1","0","0.9896915718291275","false","0","Q9Y2B0","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","Q86XR2","29.0","0","1","0","0.9896915718291275","false","0","Q86XR2","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","Q14693","29.0","0","1","0","0.9896915718291275","false","0","Q14693","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","O15072","29.0","0","1","0","0.9896915718291275","false","0","O15072","0","0.0"
"3.6595744680851063","0.0","0.27325581395348836","0.0","1","4","false","O60447","29.0","0","1","0","0.9896915718291275","false","0","O60447","0","0.0"
"3.757631822386679","0.0","0.26612506154603643","0.0","1","4","false","Q96BI1","2.0","0","1","0","0.9893115045643927","false","0","Q96BI1","0","0.0"
"3.6364477335800185","0.0","0.2749936402950903","0.0","1","4","false","Q9NPC7","13.0","0","1","0","0.9897812103349611","false","0","Q9NPC7","0","0.0"
"3.6364477335800185","0.0","0.2749936402950903","0.0","1","4","false","Q9Y6N6","13.0","0","1","0","0.9897812103349611","false","0","Q9Y6N6","0","0.0"
"3.753931544865865","0.0","0.26638738294726466","0.0","1","4","false","Q8TD19","4.0","0","1","0","0.9893258467253261","false","0","Q8TD19","0","0.0"
"3.753931544865865","0.0","0.26638738294726466","0.0","1","4","false","P55081","4.0","0","1","0","0.9893258467253261","false","0","P55081","0","0.0"
"3.667900092506938","0.0","0.2726355611601513","0.0","1","4","false","O60264","10.0","0","1","0","0.9896593019670274","false","0","O60264","0","0.0"
"3.669750231267345","0.0","0.27249810940257124","0.0","1","4","false","Q5TB80","16.0","0","1","0","0.9896521308865607","false","0","Q5TB80","0","0.0"
"3.669750231267345","0.0","0.27249810940257124","0.0","1","4","false","Q9NYV4","16.0","0","1","0","0.9896521308865607","false","0","Q9NYV4","0","0.0"
"3.6577243293246995","0.0","0.27339403136064744","0.0","1","4","false","Q8NFC6","11.0","0","1","0","0.9896987429095941","false","0","Q8NFC6","0","0.0"
"3.7197039777983347","0.0","0.26883859736383986","0.0","1","4","false","P13073","14.0","0","1","0","0.9894585117139599","false","0","P13073","0","0.0"
"3.5180388529139686","0.0","0.2842492768866684","0.0","1","4","false","Q92747","55.0","0","1","0","0.9902401594848296","false","0","Q92747","0","0.0"
"3.5180388529139686","0.0","0.2842492768866684","0.0","1","4","false","O60884","55.0","0","1","0","0.9902401594848296","false","0","O60884","0","0.0"
"3.5180388529139686","0.0","0.2842492768866684","0.0","1","4","false","Q9NVJ2","55.0","0","1","0","0.9902401594848296","false","0","Q9NVJ2","0","0.0"
"3.5180388529139686","0.0","0.2842492768866684","0.0","1","4","false","P01730","55.0","0","1","0","0.9902401594848296","false","0","P01730","0","0.0"
"3.5180388529139686","0.0","0.2842492768866684","0.0","1","4","false","P09525","55.0","0","1","0","0.9902401594848296","false","0","P09525","0","0.0"
"3.5180388529139686","0.0","0.2842492768866684","0.0","1","4","false","Q9NS39","55.0","0","1","0","0.9902401594848296","false","0","Q9NS39","0","0.0"
"3.6382978723404253","0.0","0.2748538011695907","0.0","1","4","false","Q96N23","14.0","0","1","0","0.9897740392544945","false","0","Q96N23","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","P26358","106.0","0","1","0","0.9906453255311978","false","0","P26358","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","P42574","106.0","0","1","0","0.9906453255311978","false","0","P42574","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","Q9NZ63","106.0","0","1","0","0.9906453255311978","false","0","Q9NZ63","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","Q13098","106.0","0","1","0","0.9906453255311978","false","0","Q13098","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","O95490","106.0","0","1","0","0.9906453255311978","false","0","O95490","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","O00170","106.0","0","1","0","0.9906453255311978","false","0","O00170","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","P78344","106.0","0","1","0","0.9906453255311978","false","0","P78344","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","Q13535","106.0","0","1","0","0.9906453255311978","false","0","Q13535","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","Q10567","106.0","0","1","0","0.9906453255311978","false","0","Q10567","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","Q9UMR2","106.0","0","1","0","0.9906453255311978","false","0","Q9UMR2","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","O00571","106.0","0","1","0","0.9906453255311978","false","0","O00571","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","P35663","106.0","0","1","0","0.9906453255311978","false","0","P35663","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","P61160","106.0","0","1","0","0.9906453255311978","false","0","P61160","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","O95816","106.0","0","1","0","0.9906453255311978","false","0","O95816","0","0.0"
"3.4135060129509713","0.0","0.2929539295392954","0.0","1","4","false","P53618","106.0","0","1","0","0.9906453255311978","false","0","P53618","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","P10768","66.0","0","1","0","0.9900465403122288","false","0","P10768","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","Q96J65","66.0","0","1","0","0.9900465403122288","false","0","Q96J65","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","Q01844","66.0","0","1","0","0.9900465403122288","false","0","Q01844","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","P51649","66.0","0","1","0","0.9900465403122288","false","0","P51649","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","Q6ZR08","66.0","0","1","0","0.9900465403122288","false","0","Q6ZR08","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","Q15006","66.0","0","1","0","0.9900465403122288","false","0","Q15006","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","O15511","66.0","0","1","0","0.9900465403122288","false","0","O15511","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","P49326","66.0","0","1","0","0.9900465403122288","false","0","P49326","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","O15234","66.0","0","1","0","0.9900465403122288","false","0","O15234","0","0.0"
"3.5679925994449584","0.0","0.2802696396162821","0.0","1","4","false","A0A1B0GUU1","66.0","0","1","0","0.9900465403122288","false","0","A0A1B0GUU1","0","0.0"
"3.6327474560592043","0.0","0.27527374586198117","0.0","1","4","false","P07195","6.0","0","1","0","0.9897955524958946","false","0","P07195","0","0.0"
"3.7317298797409806","0.0","0.26797223599405057","0.0","1","4","false","P61981","7.0","0","1","0","0.9894118996909265","false","0","P61981","0","0.0"
"3.7317298797409806","0.0","0.26797223599405057","0.0","1","4","false","P62258","7.0","0","1","0","0.9894118996909265","false","0","P62258","0","0.0"
"3.5864939870490287","0.0","0.27882383286045914","0.0","1","4","false","P60953","23.0","0","1","0","0.9899748295075619","false","0","P60953","0","0.0"
"3.5864939870490287","0.0","0.27882383286045914","0.0","1","4","false","Q9NVP1","23.0","0","1","0","0.9899748295075619","false","0","Q9NVP1","0","0.0"
"3.755781683626272","0.0","0.266256157635468","0.0","1","4","false","P07196","3.0","0","1","0","0.9893186756448594","false","0","P07196","0","0.0"
"3.581868640148011","0.0","0.27918388429752067","0.0","1","4","false","Q3SXM5","41.0","0","1","0","0.9899927572087287","false","0","Q3SXM5","0","0.0"
"3.581868640148011","0.0","0.27918388429752067","0.0","1","4","false","Q9UFH2","41.0","0","1","0","0.9899927572087287","false","0","Q9UFH2","0","0.0"
"3.581868640148011","0.0","0.27918388429752067","0.0","1","4","false","Q13619","41.0","0","1","0","0.9899927572087287","false","0","Q13619","0","0.0"
"3.581868640148011","0.0","0.27918388429752067","0.0","1","4","false","O75955","41.0","0","1","0","0.9899927572087287","false","0","O75955","0","0.0"
"3.581868640148011","0.0","0.27918388429752067","0.0","1","4","false","Q8IXQ3","41.0","0","1","0","0.9899927572087287","false","0","Q8IXQ3","0","0.0"
"3.581868640148011","0.0","0.27918388429752067","0.0","1","4","false","Q9NP97","41.0","0","1","0","0.9899927572087287","false","0","Q9NP97","0","0.0"
"3.7317298797409806","0.0","0.26797223599405057","0.0","1","4","false","Q14865","7.0","0","1","0","0.9894118996909265","false","0","Q14865","0","0.0"
"3.7317298797409806","0.0","0.26797223599405057","0.0","1","4","false","Q9UMD9","7.0","0","1","0","0.9894118996909265","false","0","Q9UMD9","0","0.0"
"3.7317298797409806","0.0","0.26797223599405057","0.0","1","4","false","Q8WVC0","7.0","0","1","0","0.9894118996909265","false","0","Q8WVC0","0","0.0"
"3.702127659574468","0.0","0.27011494252873564","0.0","1","4","false","P62873","4.0","0","1","0","0.9895266369783935","false","0","P62873","0","0.0"
"3.755781683626272","0.0","0.266256157635468","0.0","1","4","false","P98175","3.0","0","1","0","0.9893186756448594","false","0","P98175","0","0.0"
"3.755781683626272","0.0","0.266256157635468","0.0","1","4","false","P27797","3.0","0","1","0","0.9893186756448594","false","0","P27797","0","0.0"
"3.7372802960222016","0.0","0.2675742574257426","0.0","1","4","false","P62861","7.0","0","1","0","0.9893903864495264","false","0","P62861","0","0.0"
"3.567067530064755","3.859964515494072E-5","0.2803423236514523","0.0","2","4","false","P48643","15.0","0","2","0","0.9900501258524622","false","0","P48643","150","0.5185185185185185"
"3.748381128584644","0.0","0.26678183613030604","0.0","1","4","false","Q9NSD9","7.0","0","1","0","0.9893473599667262","false","0","Q9NSD9","0","0.0"
"3.689176688251619","1.8648224013626417E-5","0.2710631895687061","0.0","2","4","false","Q5JSL3","7.5","0","2","0","0.9895768345416603","false","0","Q5JSL3","60","0.5416666666666666"
"3.748381128584644","0.0","0.26678183613030604","0.0","1","4","false","P14866","7.0","0","1","0","0.9893473599667262","false","0","P14866","0","0.0"
"3.748381128584644","0.0","0.26678183613030604","0.0","1","4","false","Q8IZT6","7.0","0","1","0","0.9893473599667262","false","0","Q8IZT6","0","0.0"
"3.7437557816836264","0.0","0.26711144057326414","0.0","1","4","false","Q13740","3.0","0","1","0","0.9893652876678929","false","0","Q13740","0","0.0"
"3.667900092506938","0.0","0.2726355611601513","0.0","1","4","false","P36957","28.0","0","1","0","0.9896593019670274","false","0","P36957","0","0.0"
"3.667900092506938","0.0","0.2726355611601513","0.0","1","4","false","Q8WWK9","28.0","0","1","0","0.9896593019670274","false","0","Q8WWK9","0","0.0"
"3.667900092506938","0.0","0.2726355611601513","0.0","1","4","false","Q5H9U9","28.0","0","1","0","0.9896593019670274","false","0","Q5H9U9","0","0.0"
"3.667900092506938","0.0","0.2726355611601513","0.0","1","4","false","Q9Y4K1","28.0","0","1","0","0.9896593019670274","false","0","Q9Y4K1","0","0.0"
"3.5161887141535617","1.4825599899185172E-4","0.2843988424098921","0.0","2","4","false","P27824","34.5","0","2","0","0.9902473305652962","false","0","P27824","1048","0.5234375"
"3.667900092506938","0.0","0.2726355611601513","0.0","1","4","false","Q00613","28.0","0","1","0","0.9896593019670274","false","0","Q00613","0","0.0"
"3.667900092506938","0.0","0.2726355611601513","0.0","1","4","false","A6NMZ7","28.0","0","1","0","0.9896593019670274","false","0","A6NMZ7","0","0.0"
"3.723404255319149","0.0","0.26857142857142857","0.0","1","4","false","Q5JRX3","12.0","0","1","0","0.9894441695530266","false","0","Q5JRX3","0","0.0"
"3.7224791859389454","0.0","0.26863817097415504","0.0","1","4","false","Q9NPA0","15.0","0","1","0","0.9894477550932599","false","0","Q9NPA0","0","0.0"
"3.7224791859389454","0.0","0.26863817097415504","0.0","1","4","false","Q9BRT9","15.0","0","1","0","0.9894477550932599","false","0","Q9BRT9","0","0.0"
"3.7224791859389454","0.0","0.26863817097415504","0.0","1","4","false","Q92688","15.0","0","1","0","0.9894477550932599","false","0","Q92688","0","0.0"
"3.7224791859389454","0.0","0.26863817097415504","0.0","1","4","false","Q9H993","15.0","0","1","0","0.9894477550932599","false","0","Q9H993","0","0.0"
"3.7224791859389454","0.0","0.26863817097415504","0.0","1","4","false","Q70UQ0","15.0","0","1","0","0.9894477550932599","false","0","Q70UQ0","0","0.0"
"3.604995374653099","0.0","0.27739286630741594","1.0","2","4","false","Q7Z478","26.0","0","2","0","0.9899031187028949","false","0","Q7Z478","0","0.5416666666666666"
"3.6512488436632746","0.0","0.2738788953635673","0.0","1","4","false","Q8N1I0","24.0","0","1","0","0.9897238416912276","false","0","Q8N1I0","0","0.0"
"3.6512488436632746","0.0","0.2738788953635673","0.0","1","4","false","Q9H6R7","24.0","0","1","0","0.9897238416912276","false","0","Q9H6R7","0","0.0"
"3.6512488436632746","0.0","0.2738788953635673","0.0","1","4","false","P12111","24.0","0","1","0","0.9897238416912276","false","0","P12111","0","0.0"
"3.698427382053654","0.0","0.2703851925962981","0.0","1","4","false","P68032","6.0","0","1","0","0.9895409791393269","false","0","P68032","0","0.0"
"3.608695652173913","1.2284293235572911E-5","0.27710843373493976","0.0","2","4","false","P60709","8.0","0","2","0","0.9898887765419616","false","0","P60709","46","0.5384615384615384"
"3.3654024051803884","3.330449372291077E-4","0.29714128642111054","0.0","2","4","false","Q8ND61","62.0","0","2","0","0.9908317736233319","false","0","Q8ND61","1064","0.5041322314049587"
"3.6975023126734503","0.0","0.27045283962972233","0.0","1","4","false","P78527","18.0","0","1","0","0.9895445646795602","false","0","P78527","0","0.0"
"3.5772432932469935","1.1782506300613676E-5","0.2795448668218257","0.0","2","4","false","Q00765","12.0","0","2","0","0.9900106849098954","false","0","Q00765","44","0.5238095238095238"
"3.545790934320074","0.0","0.282024523871641","0.0","1","4","false","P63167","26.0","0","1","0","0.9901325932778291","false","0","P63167","0","0.0"
"3.545790934320074","0.0","0.282024523871641","0.0","1","4","false","P30622","26.0","0","1","0","0.9901325932778291","false","0","P30622","0","0.0"
"3.545790934320074","0.0","0.282024523871641","0.0","1","4","false","Q7Z5J4","26.0","0","1","0","0.9901325932778291","false","0","Q7Z5J4","0","0.0"
"3.750231267345051","0.0","0.26665022200296","0.0","1","4","false","Q9BQ15","6.0","0","1","0","0.9893401888862595","false","0","Q9BQ15","0","0.0"
"3.5827937095282145","0.0","0.2791117996385231","1.0","2","4","false","P04075","20.5","0","2","0","0.9899891716684953","false","0","P04075","0","0.6029411764705882"
"3.6345975948196116","0.0","0.2751336217867142","0.0","1","4","false","Q9NUJ1","17.0","0","1","0","0.9897883814154279","false","0","Q9NUJ1","0","0.0"
"3.6864014801110083","0.0","0.271267252195734","0.0","1","4","false","P40227","15.0","0","1","0","0.9895875911623604","false","0","P40227","0","0.0"
"3.6864014801110083","0.0","0.271267252195734","0.0","1","4","false","Q0VDD8","15.0","0","1","0","0.9895875911623604","false","0","Q0VDD8","0","0.0"
"3.6864014801110083","0.0","0.271267252195734","0.0","1","4","false","P24752","15.0","0","1","0","0.9895875911623604","false","0","P24752","0","0.0"
"3.7086031452358927","0.0","0.26964330256921926","0.0","1","4","false","Q01974","28.0","0","1","0","0.9895015381967601","false","0","Q01974","0","0.0"
"3.3691026827012025","5.962201229431151E-4","0.2968149368478858","0.0","2","4","false","Q4AC94","67.0","0","2","0","0.9908174314623984","false","0","Q4AC94","3214","0.5076923076923077"
"3.7086031452358927","0.0","0.26964330256921926","0.0","1","4","false","P46779","28.0","0","1","0","0.9895015381967601","false","0","P46779","0","0.0"
"3.7086031452358927","0.0","0.26964330256921926","0.0","1","4","false","P18077","28.0","0","1","0","0.9895015381967601","false","0","P18077","0","0.0"
"3.723404255319149","0.0","0.26857142857142857","0.0","1","4","false","Q96JJ3","11.0","0","1","0","0.9894441695530266","false","0","Q96JJ3","0","0.0"
"3.723404255319149","0.0","0.26857142857142857","0.0","1","4","false","P56211","11.0","0","1","0","0.9894441695530266","false","0","P56211","0","0.0"
"3.696577243293247","2.0060504758315424E-5","0.2705205205205205","0.0","2","4","false","Q14789","9.0","0","2","0","0.9895481502197937","false","0","Q14789","68","0.5333333333333333"
"3.6604995374653098","0.0","0.2731867576446803","0.0","1","4","false","Q9HBU1","31.0","0","1","0","0.9896879862888941","false","0","Q9HBU1","0","0.0"
"3.6604995374653098","0.0","0.2731867576446803","0.0","1","4","false","Q96MY7","31.0","0","1","0","0.9896879862888941","false","0","Q96MY7","0","0.0"
